,ts_code,symbol,name,area,industry,fullname
350,600433.SH,600433,冠豪高新,广东,造纸,广东冠豪高新技术股份有限公司
351,600435.SH,600435,北方导航,北京,专用机械,北方导航控制技术股份有限公司
352,600436.SH,600436,片仔癀,福建,中成药,漳州片仔癀药业股份有限公司
353,600438.SH,600438,通威股份,四川,电气设备,通威股份有限公司
354,600439.SH,600439,瑞贝卡,河南,服饰,河南瑞贝卡发制品股份有限公司
355,600444.SH,600444,国机通用,安徽,专用机械,国机通用机械科技股份有限公司
356,600446.SH,600446,金证股份,深圳,软件服务,深圳市金证科技股份有限公司
357,600448.SH,600448,华纺股份,山东,纺织,华纺股份有限公司
358,600449.SH,600449,宁夏建材,宁夏,水泥,宁夏建材集团股份有限公司
359,600452.SH,600452,涪陵电力,重庆,水力发电,重庆涪陵电力实业股份有限公司
360,600455.SH,600455,博通股份,陕西,文教休闲,西安博通资讯股份有限公司
361,600456.SH,600456,宝钛股份,陕西,小金属,宝鸡钛业股份有限公司
362,600458.SH,600458,时代新材,湖南,塑料,株洲时代新材料科技股份有限公司
363,600459.SH,600459,贵研铂业,云南,小金属,贵研铂业股份有限公司
364,600460.SH,600460,士兰微,浙江,半导体,杭州士兰微电子股份有限公司
365,600461.SH,600461,洪城环境,江西,水务,江西洪城环境股份有限公司
366,600462.SH,600462,ST九有,湖北,广告包装,湖北九有投资股份有限公司
367,600463.SH,600463,空港股份,北京,园区开发,北京空港科技园区股份有限公司
368,600466.SH,600466,蓝光发展,四川,区域地产,四川蓝光发展股份有限公司
369,600467.SH,600467,好当家,山东,渔业,山东好当家海洋发展股份有限公司
370,600468.SH,600468,百利电气,天津,电气设备,天津百利特精电气股份有限公司
371,600469.SH,600469,风神股份,河南,汽车配件,风神轮胎股份有限公司
372,600470.SH,600470,六国化工,安徽,农药化肥,安徽六国化工股份有限公司
373,600475.SH,600475,华光环能,江苏,环境保护,无锡华光环保能源集团股份有限公司
374,600476.SH,600476,湘邮科技,湖南,软件服务,湖南湘邮科技股份有限公司
375,600477.SH,600477,杭萧钢构,浙江,钢加工,杭萧钢构股份有限公司
376,600478.SH,600478,科力远,湖南,元器件,湖南科力远新能源股份有限公司
377,600479.SH,600479,千金药业,湖南,中成药,株洲千金药业股份有限公司
378,600480.SH,600480,凌云股份,河北,汽车配件,凌云工业股份有限公司
379,600481.SH,600481,双良节能,江苏,环境保护,双良节能系统股份有限公司
380,600482.SH,600482,中国动力,河北,电气设备,中国船舶重工集团动力股份有限公司
381,600483.SH,600483,福能股份,福建,火力发电,福建福能股份有限公司
382,600486.SH,600486,扬农化工,江苏,农药化肥,江苏扬农化工股份有限公司
383,600487.SH,600487,亨通光电,江苏,通信设备,江苏亨通光电股份有限公司
384,600488.SH,600488,天药股份,天津,化学制药,天津天药药业股份有限公司
385,600489.SH,600489,中金黄金,北京,黄金,中金黄金股份有限公司
386,600490.SH,600490,鹏欣资源,上海,铜,鹏欣环球资源股份有限公司
387,600491.SH,600491,龙元建设,浙江,建筑工程,龙元建设集团股份有限公司
388,600493.SH,600493,凤竹纺织,福建,纺织,福建凤竹纺织科技股份有限公司
389,600495.SH,600495,晋西车轴,山西,运输设备,晋西车轴股份有限公司
390,600496.SH,600496,精工钢构,安徽,钢加工,长江精工钢结构(集团)股份有限公司
391,600497.SH,600497,驰宏锌锗,云南,铅锌,云南驰宏锌锗股份有限公司
392,600498.SH,600498,烽火通信,湖北,通信设备,烽火通信科技股份有限公司
393,600499.SH,600499,科达制造,广东,专用机械,科达制造股份有限公司
394,600500.SH,600500,中化国际,上海,商贸代理,中化国际(控股)股份有限公司
395,600501.SH,600501,航天晨光,江苏,汽车配件,航天晨光股份有限公司
396,600502.SH,600502,安徽建工,安徽,建筑工程,安徽建工集团股份有限公司
397,600503.SH,600503,华丽家族,上海,区域地产,华丽家族股份有限公司
398,600505.SH,600505,西昌电力,四川,水力发电,四川西昌电力股份有限公司
399,600506.SH,600506,*ST香梨,新疆,种植业,新疆库尔勒香梨股份有限公司
400,600507.SH,600507,方大特钢,江西,特种钢,方大特钢科技股份有限公司
401,600508.SH,600508,上海能源,上海,煤炭开采,上海大屯能源股份有限公司
402,600509.SH,600509,天富能源,新疆,火力发电,新疆天富能源股份有限公司
403,600510.SH,600510,黑牡丹,江苏,全国地产,黑牡丹(集团)股份有限公司
404,600511.SH,600511,国药股份,北京,医药商业,国药集团药业股份有限公司
405,600512.SH,600512,腾达建设,浙江,建筑工程,腾达建设集团股份有限公司
406,600513.SH,600513,联环药业,江苏,化学制药,江苏联环药业股份有限公司
407,600515.SH,600515,*ST基础,海南,全国地产,海航基础设施投资集团股份有限公司
408,600516.SH,600516,方大炭素,甘肃,矿物制品,方大炭素新材料科技股份有限公司
409,600517.SH,600517,国网英大,上海,电气设备,国网英大股份有限公司
410,600518.SH,600518,*ST康美,广东,中成药,康美药业股份有限公司
411,600519.SH,600519,贵州茅台,贵州,白酒,贵州茅台酒股份有限公司
412,600520.SH,600520,文一科技,安徽,机械基件,文一三佳科技股份有限公司
413,600521.SH,600521,华海药业,浙江,化学制药,浙江华海药业股份有限公司
414,600522.SH,600522,中天科技,江苏,通信设备,江苏中天科技股份有限公司
415,600523.SH,600523,贵航股份,贵州,汽车配件,贵州贵航汽车零部件股份有限公司
416,600525.SH,600525,长园集团,深圳,电气设备,长园科技集团股份有限公司
417,600526.SH,600526,菲达环保,浙江,环境保护,浙江菲达环保科技股份有限公司
418,600527.SH,600527,江南高纤,江苏,化纤,江苏江南高纤股份有限公司
419,600528.SH,600528,中铁工业,北京,运输设备,中铁高新工业股份有限公司
420,600529.SH,600529,山东药玻,山东,医疗保健,山东省药用玻璃股份有限公司
421,600530.SH,600530,交大昂立,上海,医疗保健,上海交大昂立股份有限公司
422,600531.SH,600531,豫光金铅,河南,铅锌,河南豫光金铅股份有限公司
423,600532.SH,600532,未来股份,上海,医疗保健,上海智汇未来医疗服务股份有限公司
424,600533.SH,600533,栖霞建设,江苏,区域地产,南京栖霞建设股份有限公司
425,600535.SH,600535,天士力,天津,中成药,天士力医药集团股份有限公司
426,600536.SH,600536,中国软件,北京,软件服务,中国软件与技术服务股份有限公司
427,600537.SH,600537,亿晶光电,浙江,电气设备,亿晶光电科技股份有限公司
428,600538.SH,600538,国发股份,广西,医药商业,北海国发川山生物股份有限公司
429,600539.SH,600539,狮头股份,山西,水泥,太原狮头水泥股份有限公司
430,600540.SH,600540,新赛股份,新疆,种植业,新疆赛里木现代农业股份有限公司
431,600543.SH,600543,莫高股份,甘肃,红黄酒,甘肃莫高实业发展股份有限公司
432,600545.SH,600545,卓郎智能,新疆,纺织机械,卓郎智能技术股份有限公司
433,600546.SH,600546,山煤国际,山西,煤炭开采,山煤国际能源集团股份有限公司
434,600547.SH,600547,山东黄金,山东,黄金,山东黄金矿业股份有限公司
435,600548.SH,600548,深高速,深圳,路桥,深圳高速公路股份有限公司
436,600549.SH,600549,厦门钨业,福建,小金属,厦门钨业股份有限公司
437,600550.SH,600550,保变电气,河北,电气设备,保定天威保变电气股份有限公司
438,600551.SH,600551,时代出版,安徽,出版业,时代出版传媒股份有限公司
439,600552.SH,600552,凯盛科技,安徽,玻璃,凯盛科技股份有限公司
440,600555.SH,600555,*ST海创,海南,旅游服务,海航创新股份有限公司
441,600556.SH,600556,天下秀,广西,互联网,天下秀数字科技(集团)股份有限公司
442,600557.SH,600557,康缘药业,江苏,中成药,江苏康缘药业股份有限公司
443,600558.SH,600558,大西洋,四川,钢加工,四川大西洋焊接材料股份有限公司
444,600559.SH,600559,老白干酒,河北,白酒,河北衡水老白干酒业股份有限公司
445,600560.SH,600560,金自天正,北京,电气设备,北京金自天正智能控制股份有限公司
446,600561.SH,600561,江西长运,江西,公共交通,江西长运股份有限公司
447,600562.SH,600562,国睿科技,江苏,通信设备,国睿科技股份有限公司
448,600563.SH,600563,法拉电子,福建,元器件,厦门法拉电子股份有限公司
449,600565.SH,600565,迪马股份,重庆,全国地产,重庆市迪马实业股份有限公司
450,600566.SH,600566,济川药业,湖北,中成药,湖北济川药业股份有限公司
451,600567.SH,600567,山鹰国际,安徽,造纸,山鹰国际控股股份公司
452,600568.SH,600568,ST中珠,湖北,区域地产,中珠医疗控股股份有限公司
453,600569.SH,600569,安阳钢铁,河南,普钢,安阳钢铁股份有限公司
454,600570.SH,600570,恒生电子,浙江,软件服务,恒生电子股份有限公司
455,600571.SH,600571,信雅达,浙江,软件服务,信雅达科技股份有限公司
456,600572.SH,600572,康恩贝,浙江,中成药,浙江康恩贝制药股份有限公司
457,600573.SH,600573,惠泉啤酒,福建,啤酒,福建省燕京惠泉啤酒股份有限公司
458,600575.SH,600575,淮河能源,安徽,水运,淮河能源(集团)股份有限公司
459,600576.SH,600576,祥源文化,浙江,影视音像,浙江祥源文化股份有限公司
460,600577.SH,600577,精达股份,安徽,电气设备,铜陵精达特种电磁线股份有限公司
461,600578.SH,600578,京能电力,北京,火力发电,北京京能电力股份有限公司
462,600579.SH,600579,克劳斯,山东,化工机械,克劳斯玛菲股份有限公司
463,600580.SH,600580,卧龙电驱,浙江,电气设备,卧龙电气驱动集团股份有限公司
464,600581.SH,600581,八一钢铁,新疆,普钢,新疆八一钢铁股份有限公司
465,600582.SH,600582,天地科技,北京,工程机械,天地科技股份有限公司
466,600583.SH,600583,海油工程,天津,石油开采,海洋石油工程股份有限公司
467,600584.SH,600584,长电科技,江苏,半导体,江苏长电科技股份有限公司
468,600585.SH,600585,海螺水泥,安徽,水泥,安徽海螺水泥股份有限公司
469,600586.SH,600586,金晶科技,山东,玻璃,山东金晶科技股份有限公司
470,600587.SH,600587,新华医疗,山东,医疗保健,山东新华医疗器械股份有限公司
471,600588.SH,600588,用友网络,北京,软件服务,用友网络科技股份有限公司
472,600589.SH,600589,ST榕泰,广东,塑料,广东榕泰实业股份有限公司
473,600590.SH,600590,泰豪科技,江西,电气设备,泰豪科技股份有限公司
474,600592.SH,600592,龙溪股份,福建,机械基件,福建龙溪轴承(集团)股份有限公司
475,600593.SH,600593,*ST圣亚,辽宁,旅游服务,大连圣亚旅游控股股份有限公司
476,600594.SH,600594,益佰制药,贵州,中成药,贵州益佰制药股份有限公司
477,600595.SH,600595,*ST中孚,河南,铝,河南中孚实业股份有限公司
478,600596.SH,600596,新安股份,浙江,化工原料,浙江新安化工集团股份有限公司
479,600597.SH,600597,光明乳业,上海,乳制品,光明乳业股份有限公司
480,600598.SH,600598,北大荒,黑龙江,种植业,黑龙江北大荒农业股份有限公司
481,600599.SH,600599,ST熊猫,湖南,多元金融,熊猫金控股份有限公司
482,600600.SH,600600,青岛啤酒,山东,啤酒,青岛啤酒股份有限公司
483,600601.SH,600601,ST方科,上海,IT设备,方正科技集团股份有限公司
484,600602.SH,600602,云赛智联,上海,软件服务,云赛智联股份有限公司
485,600603.SH,600603,广汇物流,四川,仓储物流,广汇物流股份有限公司
486,600604.SH,600604,市北高新,上海,园区开发,上海市北高新股份有限公司
487,600605.SH,600605,汇通能源,上海,房产服务,上海汇通能源股份有限公司
488,600606.SH,600606,绿地控股,上海,全国地产,绿地控股集团股份有限公司
489,600608.SH,600608,ST沪科,上海,钢加工,上海宽频科技股份有限公司
490,600609.SH,600609,金杯汽车,辽宁,汽车配件,金杯汽车股份有限公司
491,600610.SH,600610,中毅达,上海,化工原料,上海中毅达股份有限公司
492,600611.SH,600611,大众交通,上海,公共交通,大众交通(集团)股份有限公司
493,600612.SH,600612,老凤祥,上海,服饰,老凤祥股份有限公司
494,600613.SH,600613,神奇制药,上海,中成药,上海神奇制药投资管理股份有限公司
495,600615.SH,600615,*ST丰华,上海,小金属,上海丰华(集团)股份有限公司
496,600616.SH,600616,金枫酒业,上海,红黄酒,上海金枫酒业股份有限公司
497,600617.SH,600617,国新能源,山西,供气供热,山西省国新能源股份有限公司
498,600618.SH,600618,氯碱化工,上海,化工原料,上海氯碱化工股份有限公司
499,600619.SH,600619,海立股份,上海,机械基件,上海海立(集团)股份有限公司
500,600620.SH,600620,天宸股份,上海,综合类,上海市天宸股份有限公司
501,600621.SH,600621,华鑫股份,上海,证券,上海华鑫股份有限公司
502,600622.SH,600622,光大嘉宝,上海,区域地产,光大嘉宝股份有限公司
503,600623.SH,600623,华谊集团,上海,汽车配件,上海华谊集团股份有限公司
504,600624.SH,600624,复旦复华,上海,化学制药,上海复旦复华科技股份有限公司
505,600626.SH,600626,申达股份,上海,纺织,上海申达股份有限公司
