,ts_code,symbol,name,area,industry,fullname
1020,603005.SH,603005,晶方科技,江苏,半导体,苏州晶方半导体科技股份有限公司
1021,603006.SH,603006,联明股份,上海,汽车配件,上海联明机械股份有限公司
1022,603007.SH,603007,ST花王,江苏,建筑工程,花王生态工程股份有限公司
1023,603008.SH,603008,喜临门,浙江,家居用品,喜临门家具股份有限公司
1024,603009.SH,603009,北特科技,上海,汽车配件,上海北特科技股份有限公司
1025,603010.SH,603010,万盛股份,浙江,化工原料,浙江万盛股份有限公司
1026,603011.SH,603011,合锻智能,安徽,机床制造,合肥合锻智能制造股份有限公司
1027,603012.SH,603012,创力集团,上海,专用机械,上海创力集团股份有限公司
1028,603013.SH,603013,亚普股份,江苏,汽车配件,亚普汽车部件股份有限公司
1029,603015.SH,603015,弘讯科技,浙江,电气设备,宁波弘讯科技股份有限公司
1030,603016.SH,603016,新宏泰,江苏,电气设备,无锡新宏泰电器科技股份有限公司
1031,603017.SH,603017,中衡设计,江苏,建筑工程,中衡设计集团股份有限公司
1032,603018.SH,603018,华设集团,江苏,建筑工程,华设设计集团股份有限公司
1033,603019.SH,603019,中科曙光,天津,IT设备,曙光信息产业股份有限公司
1034,603020.SH,603020,爱普股份,上海,食品,爱普香料集团股份有限公司
1035,603021.SH,603021,山东华鹏,山东,玻璃,山东华鹏玻璃股份有限公司
1036,603022.SH,603022,新通联,上海,广告包装,上海新通联包装股份有限公司
1037,603023.SH,603023,威帝股份,黑龙江,汽车配件,哈尔滨威帝电子股份有限公司
1038,603025.SH,603025,大豪科技,北京,纺织机械,北京大豪科技股份有限公司
1039,603026.SH,603026,石大胜华,山东,化工原料,山东石大胜华化工集团股份有限公司
1040,603027.SH,603027,千禾味业,四川,食品,千禾味业食品股份有限公司
1041,603028.SH,603028,赛福天,江苏,钢加工,江苏赛福天钢索股份有限公司
1042,603029.SH,603029,天鹅股份,山东,农用机械,山东天鹅棉业机械股份有限公司
1043,603030.SH,603030,全筑股份,上海,装修装饰,上海全筑控股集团股份有限公司
1044,603031.SH,603031,安德利,安徽,百货,安徽安德利百货股份有限公司
1045,603032.SH,603032,*ST德新,新疆,公共交通,德力西新疆交通运输集团股份有限公司
1046,603033.SH,603033,三维股份,浙江,橡胶,三维控股集团股份有限公司
1047,603035.SH,603035,常熟汽饰,江苏,汽车配件,江苏常熟汽饰集团股份有限公司
1048,603036.SH,603036,如通股份,江苏,专用机械,江苏如通石油机械股份有限公司
1049,603037.SH,603037,凯众股份,上海,汽车配件,上海凯众材料科技股份有限公司
1050,603038.SH,603038,华立股份,广东,装修装饰,东莞市华立实业股份有限公司
1051,603039.SH,603039,泛微网络,上海,软件服务,上海泛微网络科技股份有限公司
1052,603040.SH,603040,新坐标,浙江,机械基件,杭州新坐标科技股份有限公司
1053,603041.SH,603041,美思德,江苏,化工原料,江苏美思德化学股份有限公司
1054,603042.SH,603042,华脉科技,江苏,通信设备,南京华脉科技股份有限公司
1055,603043.SH,603043,广州酒家,广东,食品,广州酒家集团股份有限公司
1056,603045.SH,603045,福达合金,浙江,电气设备,福达合金材料股份有限公司
1057,603050.SH,603050,科林电气,河北,电气设备,石家庄科林电气股份有限公司
1058,603053.SH,603053,成都燃气,四川,供气供热,成都燃气集团股份有限公司
1059,603055.SH,603055,台华新材,浙江,纺织,浙江台华新材料股份有限公司
1060,603056.SH,603056,德邦股份,上海,仓储物流,德邦物流股份有限公司
1061,603058.SH,603058,永吉股份,贵州,广告包装,贵州永吉印务股份有限公司
1062,603059.SH,603059,倍加洁,江苏,家居用品,倍加洁集团股份有限公司
1063,603060.SH,603060,国检集团,北京,建筑工程,中国建材检验认证集团股份有限公司
1064,603063.SH,603063,禾望电气,深圳,电气设备,深圳市禾望电气股份有限公司
1065,603066.SH,603066,音飞储存,江苏,仓储物流,南京音飞储存设备(集团)股份有限公司
1066,603067.SH,603067,振华股份,湖北,化工原料,湖北振华化学股份有限公司
1067,603068.SH,603068,博通集成,上海,半导体,博通集成电路(上海)股份有限公司
1068,603069.SH,603069,海汽集团,海南,公路,海南海汽运输集团股份有限公司
1069,603076.SH,603076,乐惠国际,浙江,专用机械,宁波乐惠国际工程装备股份有限公司
1070,603077.SH,603077,和邦生物,四川,化工原料,四川和邦生物科技股份有限公司
1071,603078.SH,603078,江化微,江苏,化工原料,江阴江化微电子材料股份有限公司
1072,603079.SH,603079,圣达生物,浙江,食品,浙江圣达生物药业股份有限公司
1073,603080.SH,603080,新疆火炬,新疆,供气供热,新疆火炬燃气股份有限公司
1074,603081.SH,603081,大丰实业,浙江,专用机械,浙江大丰实业股份有限公司
1075,603083.SH,603083,剑桥科技,上海,通信设备,上海剑桥科技股份有限公司
1076,603085.SH,603085,天成自控,浙江,汽车配件,浙江天成自控股份有限公司
1077,603086.SH,603086,先达股份,山东,农药化肥,山东先达农化股份有限公司
1078,603087.SH,603087,甘李药业,北京,生物制药,甘李药业股份有限公司
1079,603088.SH,603088,宁波精达,浙江,专用机械,宁波精达成形装备股份有限公司
1080,603089.SH,603089,正裕工业,浙江,汽车配件,浙江正裕工业股份有限公司
1081,603090.SH,603090,宏盛股份,江苏,专用机械,无锡宏盛换热器制造股份有限公司
1082,603093.SH,603093,南华期货,浙江,多元金融,南华期货股份有限公司
1083,603095.SH,603095,越剑智能,浙江,纺织机械,浙江越剑智能装备股份有限公司
1084,603096.SH,603096,新经典,天津,出版业,新经典文化股份有限公司
1085,603098.SH,603098,森特股份,北京,装修装饰,森特士兴集团股份有限公司
1086,603099.SH,603099,长白山,吉林,旅游景点,长白山旅游股份有限公司
1087,603100.SH,603100,川仪股份,重庆,电器仪表,重庆川仪自动化股份有限公司
1088,603101.SH,603101,汇嘉时代,新疆,百货,新疆汇嘉时代百货股份有限公司
1089,603103.SH,603103,横店影视,浙江,影视音像,横店影视股份有限公司
1090,603105.SH,603105,芯能科技,浙江,电气设备,浙江芯能光伏科技股份有限公司
1091,603106.SH,603106,恒银科技,天津,IT设备,恒银金融科技股份有限公司
1092,603108.SH,603108,润达医疗,上海,医药商业,上海润达医疗科技股份有限公司
1093,603109.SH,603109,神驰机电,重庆,电气设备,神驰机电股份有限公司
1094,603110.SH,603110,东方材料,浙江,染料涂料,新东方新材料股份有限公司
1095,603111.SH,603111,康尼机电,江苏,运输设备,南京康尼机电股份有限公司
1096,603112.SH,603112,华翔股份,山西,机械基件,山西华翔集团股份有限公司
1097,603113.SH,603113,金能科技,山东,焦炭加工,金能科技股份有限公司
1098,603115.SH,603115,海星股份,江苏,元器件,南通海星电子股份有限公司
1099,603116.SH,603116,红蜻蜓,浙江,服饰,浙江红蜻蜓鞋业股份有限公司
1100,603117.SH,603117,万林物流,江苏,仓储物流,江苏万林现代物流股份有限公司
1101,603118.SH,603118,共进股份,深圳,通信设备,深圳市共进电子股份有限公司
1102,603121.SH,603121,华培动力,上海,汽车配件,上海华培动力科技(集团)股份有限公司
1103,603123.SH,603123,翠微股份,北京,百货,北京翠微大厦股份有限公司
1104,603126.SH,603126,中材节能,天津,环境保护,中材节能股份有限公司
1105,603127.SH,603127,昭衍新药,北京,医疗保健,北京昭衍新药研究中心股份有限公司
1106,603128.SH,603128,华贸物流,上海,仓储物流,港中旅华贸国际物流股份有限公司
1107,603129.SH,603129,春风动力,浙江,摩托车,浙江春风动力股份有限公司
1108,603131.SH,603131,上海沪工,上海,专用机械,上海沪工焊接集团股份有限公司
1109,603133.SH,603133,碳元科技,江苏,元器件,碳元科技股份有限公司
1110,603136.SH,603136,天目湖,江苏,旅游景点,江苏天目湖旅游股份有限公司
1111,603138.SH,603138,海量数据,北京,软件服务,北京海量数据技术股份有限公司
1112,603139.SH,603139,康惠制药,陕西,中成药,陕西康惠制药股份有限公司
1113,603155.SH,603155,新亚强,江苏,化工原料,新亚强硅化学股份有限公司
1114,603156.SH,603156,养元饮品,河北,软饮料,河北养元智汇饮品股份有限公司
1115,603157.SH,603157,*ST拉夏,新疆,服饰,新疆拉夏贝尔服饰股份有限公司
1116,603158.SH,603158,腾龙股份,江苏,汽车配件,常州腾龙汽车零部件股份有限公司
1117,603159.SH,603159,上海亚虹,上海,专用机械,上海亚虹模具股份有限公司
1118,603160.SH,603160,汇顶科技,深圳,元器件,深圳市汇顶科技股份有限公司
1119,603161.SH,603161,科华控股,江苏,汽车配件,科华控股股份有限公司
1120,603165.SH,603165,荣晟环保,浙江,造纸,浙江荣晟环保纸业股份有限公司
1121,603166.SH,603166,福达股份,广西,汽车配件,桂林福达股份有限公司
1122,603167.SH,603167,渤海轮渡,山东,水运,渤海轮渡集团股份有限公司
1123,603168.SH,603168,莎普爱思,浙江,化学制药,浙江莎普爱思药业股份有限公司
1124,603169.SH,603169,兰石重装,甘肃,专用机械,兰州兰石重型装备股份有限公司
1125,603171.SH,603171,税友股份,浙江,软件服务,税友软件集团股份有限公司
1126,603177.SH,603177,德创环保,浙江,环境保护,浙江德创环保科技股份有限公司
1127,603178.SH,603178,圣龙股份,浙江,汽车配件,宁波圣龙汽车动力系统股份有限公司
1128,603179.SH,603179,新泉股份,江苏,汽车配件,江苏新泉汽车饰件股份有限公司
1129,603180.SH,603180,金牌厨柜,福建,家居用品,金牌厨柜家居科技股份有限公司
1130,603181.SH,603181,皇马科技,浙江,化工原料,浙江皇马科技股份有限公司
1131,603183.SH,603183,建研院,江苏,建筑工程,苏州市建筑科学研究院集团股份有限公司
1132,603185.SH,603185,上机数控,江苏,电气设备,无锡上机数控股份有限公司
1133,603186.SH,603186,华正新材,浙江,元器件,浙江华正新材料股份有限公司
1134,603187.SH,603187,海容冷链,山东,机械基件,青岛海容商用冷链股份有限公司
1135,603188.SH,603188,亚邦股份,江苏,染料涂料,江苏亚邦染料股份有限公司
1136,603189.SH,603189,网达软件,上海,软件服务,上海网达软件股份有限公司
1137,603192.SH,603192,汇得科技,上海,化工原料,上海汇得科技股份有限公司
1138,603195.SH,603195,公牛集团,浙江,家用电器,公牛集团股份有限公司
1139,603196.SH,603196,日播时尚,上海,服饰,日播时尚集团股份有限公司
1140,603197.SH,603197,保隆科技,上海,汽车配件,上海保隆汽车科技股份有限公司
1141,603198.SH,603198,迎驾贡酒,安徽,白酒,安徽迎驾贡酒股份有限公司
1142,603199.SH,603199,九华旅游,安徽,旅游景点,安徽九华山旅游发展股份有限公司
1143,603200.SH,603200,上海洗霸,上海,环境保护,上海洗霸科技股份有限公司
1144,603203.SH,603203,快克股份,江苏,专用机械,快克智能装备股份有限公司
1145,603208.SH,603208,江山欧派,浙江,家居用品,江山欧派门业股份有限公司
1146,603212.SH,603212,赛伍技术,江苏,塑料,苏州赛伍应用技术股份有限公司
1147,603214.SH,603214,爱婴室,上海,百货,上海爱婴室商务服务股份有限公司
1148,603217.SH,603217,元利科技,山东,化工原料,元利化学集团股份有限公司
1149,603218.SH,603218,日月股份,浙江,电气设备,日月重工股份有限公司
1150,603220.SH,603220,中贝通信,湖北,通信设备,中贝通信集团股份有限公司
1151,603221.SH,603221,爱丽家居,江苏,家居用品,爱丽家居科技股份有限公司
1152,603222.SH,603222,济民医疗,浙江,化学制药,济民健康管理股份有限公司
1153,603223.SH,603223,恒通股份,山东,供气供热,恒通物流股份有限公司
1154,603225.SH,603225,新凤鸣,浙江,化纤,新凤鸣集团股份有限公司
1155,603226.SH,603226,菲林格尔,上海,家居用品,菲林格尔家居科技股份有限公司
1156,603227.SH,603227,雪峰科技,新疆,化工原料,新疆雪峰科技(集团)股份有限公司
1157,603228.SH,603228,景旺电子,深圳,元器件,深圳市景旺电子股份有限公司
1158,603229.SH,603229,奥翔药业,浙江,化学制药,浙江奥翔药业股份有限公司
1159,603232.SH,603232,格尔软件,上海,软件服务,格尔软件股份有限公司
1160,603233.SH,603233,大参林,广东,医药商业,大参林医药集团股份有限公司
1161,603236.SH,603236,移远通信,上海,通信设备,上海移远通信技术股份有限公司
1162,603238.SH,603238,诺邦股份,浙江,纺织,杭州诺邦无纺股份有限公司
1163,603239.SH,603239,浙江仙通,浙江,汽车配件,浙江仙通橡塑股份有限公司
1164,603256.SH,603256,宏和科技,上海,玻璃,宏和电子材料科技股份有限公司
1165,603258.SH,603258,电魂网络,浙江,互联网,杭州电魂网络科技股份有限公司
1166,603259.SH,603259,药明康德,江苏,化学制药,无锡药明康德新药开发股份有限公司
1167,603260.SH,603260,合盛硅业,浙江,化工原料,合盛硅业股份有限公司
1168,603266.SH,603266,天龙股份,浙江,塑料,宁波天龙电子股份有限公司
1169,603267.SH,603267,鸿远电子,北京,元器件,北京元六鸿远电子科技股份有限公司
1170,603268.SH,603268,松发股份,广东,陶瓷,广东松发陶瓷股份有限公司
1171,603269.SH,603269,海鸥股份,江苏,机械基件,江苏海鸥冷却塔股份有限公司
1172,603277.SH,603277,银都股份,浙江,专用机械,银都餐饮设备股份有限公司
1173,603278.SH,603278,大业股份,山东,钢加工,山东大业股份有限公司
1174,603279.SH,603279,景津环保,山东,环境保护,景津环保股份有限公司
1175,603283.SH,603283,赛腾股份,江苏,专用机械,苏州赛腾精密电子股份有限公司
1176,603286.SH,603286,日盈电子,江苏,汽车配件,江苏日盈电子股份有限公司
1177,603288.SH,603288,海天味业,广东,食品,佛山市海天调味食品股份有限公司
1178,603289.SH,603289,泰瑞机器,浙江,专用机械,泰瑞机器股份有限公司
1179,603290.SH,603290,斯达半导,浙江,半导体,嘉兴斯达半导体股份有限公司
1180,603297.SH,603297,永新光学,浙江,电器仪表,宁波永新光学股份有限公司
1181,603298.SH,603298,杭叉集团,浙江,专用机械,杭叉集团股份有限公司
1182,603299.SH,603299,苏盐井神,江苏,食品,江苏苏盐井神股份有限公司
1183,603300.SH,603300,华铁应急,浙江,多元金融,浙江华铁应急设备科技股份有限公司
1184,603301.SH,603301,振德医疗,浙江,医疗保健,振德医疗用品股份有限公司
1185,603303.SH,603303,得邦照明,浙江,家用电器,横店集团得邦照明股份有限公司
1186,603305.SH,603305,旭升股份,浙江,汽车配件,宁波旭升汽车技术股份有限公司
1187,603306.SH,603306,华懋科技,福建,汽车配件,华懋(厦门)新材料科技股份有限公司
1188,603308.SH,603308,应流股份,安徽,专用机械,安徽应流机电股份有限公司
1189,603309.SH,603309,维力医疗,广东,医疗保健,广州维力医疗器械股份有限公司
1190,603311.SH,603311,金海高科,浙江,专用机械,浙江金海高科股份有限公司
1191,603313.SH,603313,梦百合,江苏,家居用品,梦百合家居科技股份有限公司
1192,603315.SH,603315,福鞍股份,辽宁,机械基件,辽宁福鞍重工股份有限公司
1193,603316.SH,603316,诚邦股份,浙江,建筑工程,诚邦生态环境股份有限公司
1194,603317.SH,603317,天味食品,四川,食品,四川天味食品集团股份有限公司
1195,603318.SH,603318,水发燃气,辽宁,供气供热,水发派思燃气股份有限公司
1196,603319.SH,603319,湘油泵,湖南,汽车配件,湖南机油泵股份有限公司
1197,603320.SH,603320,迪贝电气,浙江,机械基件,浙江迪贝电气股份有限公司
1198,603321.SH,603321,梅轮电梯,浙江,运输设备,浙江梅轮电梯股份有限公司
1199,603322.SH,603322,超讯通信,广东,通信设备,超讯通信股份有限公司
1200,603323.SH,603323,苏农银行,江苏,银行,江苏苏州农村商业银行股份有限公司
1201,603324.SH,603324,盛剑环境,上海,环境保护,上海盛剑环境系统科技股份有限公司
1202,603326.SH,603326,我乐家居,江苏,家居用品,南京我乐家居股份有限公司
1203,603327.SH,603327,福蓉科技,四川,元器件,四川福蓉科技股份公司
1204,603328.SH,603328,依顿电子,广东,元器件,广东依顿电子科技股份有限公司
1205,603329.SH,603329,上海雅仕,上海,仓储物流,上海雅仕投资发展股份有限公司
1206,603330.SH,603330,上海天洋,上海,塑料,上海天洋热熔粘接材料股份有限公司
1207,603331.SH,603331,百达精工,浙江,专用机械,浙江百达精工股份有限公司
1208,603332.SH,603332,苏州龙杰,江苏,化纤,苏州龙杰特种纤维股份有限公司
1209,603333.SH,603333,尚纬股份,四川,电气设备,尚纬股份有限公司
1210,603335.SH,603335,迪生力,广东,汽车配件,广东迪生力汽配股份有限公司
1211,603336.SH,603336,宏辉果蔬,广东,农业综合,宏辉果蔬股份有限公司
1212,603337.SH,603337,杰克股份,浙江,纺织机械,杰克缝纫机股份有限公司
1213,603338.SH,603338,浙江鼎力,浙江,专用机械,浙江鼎力机械股份有限公司
1214,603339.SH,603339,四方科技,江苏,专用机械,四方科技集团股份有限公司
1215,603345.SH,603345,安井食品,福建,食品,福建安井食品股份有限公司
1216,603348.SH,603348,文灿股份,广东,汽车配件,文灿集团股份有限公司
1217,603351.SH,603351,威尔药业,江苏,化学制药,南京威尔药业集团股份有限公司
1218,603353.SH,603353,和顺石油,湖南,石油贸易,湖南和顺石油股份有限公司
1219,603355.SH,603355,莱克电气,江苏,家用电器,莱克电气股份有限公司
1220,603356.SH,603356,华菱精工,安徽,运输设备,宣城市华菱精工科技股份有限公司
1221,603357.SH,603357,设计总院,安徽,建筑工程,安徽省交通规划设计研究总院股份有限公司
1222,603358.SH,603358,华达科技,江苏,汽车配件,华达汽车科技股份有限公司
1223,603359.SH,603359,东珠生态,江苏,环境保护,东珠生态环保股份有限公司
1224,603360.SH,603360,百傲化学,辽宁,化工原料,大连百傲化学股份有限公司
1225,603363.SH,603363,傲农生物,福建,饲料,福建傲农生物科技集团股份有限公司
1226,603365.SH,603365,水星家纺,上海,纺织,上海水星家用纺织品股份有限公司
1227,603366.SH,603366,日出东方,江苏,家用电器,日出东方控股股份有限公司
1228,603367.SH,603367,辰欣药业,山东,化学制药,辰欣药业股份有限公司
1229,603368.SH,603368,柳药股份,广西,医药商业,广西柳州医药股份有限公司
1230,603369.SH,603369,今世缘,江苏,白酒,江苏今世缘酒业股份有限公司
1231,603377.SH,603377,东方时尚,北京,汽车服务,东方时尚驾驶学校股份有限公司
1232,603378.SH,603378,亚士创能,上海,染料涂料,亚士创能科技(上海)股份有限公司
1233,603379.SH,603379,三美股份,浙江,化工原料,浙江三美化工股份有限公司
1234,603380.SH,603380,易德龙,江苏,元器件,苏州易德龙科技股份有限公司
1235,603383.SH,603383,顶点软件,福建,软件服务,福建顶点软件股份有限公司
1236,603385.SH,603385,惠达卫浴,河北,家居用品,惠达卫浴股份有限公司
1237,603386.SH,603386,广东骏亚,广东,元器件,广东骏亚电子科技股份有限公司
1238,603387.SH,603387,基蛋生物,江苏,医疗保健,基蛋生物科技股份有限公司
1239,603388.SH,603388,元成股份,浙江,建筑工程,元成环境股份有限公司
1240,603389.SH,603389,亚振家居,江苏,家居用品,亚振家居股份有限公司
1241,603390.SH,603390,通达电气,广东,汽车配件,广州通达汽车电气股份有限公司
1242,603392.SH,603392,万泰生物,北京,医疗保健,北京万泰生物药业股份有限公司
1243,603393.SH,603393,新天然气,新疆,供气供热,新疆鑫泰天然气股份有限公司
1244,603396.SH,603396,金辰股份,辽宁,专用机械,营口金辰机械股份有限公司
1245,603398.SH,603398,邦宝益智,广东,文教休闲,广东邦宝益智玩具股份有限公司
1246,603399.SH,603399,吉翔股份,辽宁,小金属,锦州吉翔钼业股份有限公司
1247,603408.SH,603408,建霖家居,福建,家居用品,厦门建霖健康家居股份有限公司
1248,603416.SH,603416,信捷电气,江苏,电气设备,无锡信捷电气股份有限公司
1249,603421.SH,603421,鼎信通讯,山东,通信设备,青岛鼎信通讯股份有限公司
1250,603429.SH,603429,集友股份,安徽,广告包装,安徽集友新材料股份有限公司
1251,603439.SH,603439,贵州三力,贵州,中成药,贵州三力制药股份有限公司
1252,603444.SH,603444,吉比特,福建,互联网,厦门吉比特网络技术股份有限公司
1253,603456.SH,603456,九洲药业,浙江,化学制药,浙江九洲药业股份有限公司
1254,603458.SH,603458,勘设股份,贵州,建筑工程,贵州省交通规划勘察设计研究院股份有限公司
1255,603466.SH,603466,风语筑,上海,文教休闲,上海风语筑文化科技股份有限公司
1256,603477.SH,603477,巨星农牧,四川,纺织,乐山巨星农牧股份有限公司
1257,603486.SH,603486,科沃斯,江苏,家用电器,科沃斯机器人股份有限公司
1258,603488.SH,603488,展鹏科技,江苏,电气设备,展鹏科技股份有限公司
1259,603489.SH,603489,八方股份,江苏,电气设备,八方电气(苏州)股份有限公司
1260,603496.SH,603496,恒为科技,上海,IT设备,恒为科技(上海)股份有限公司
1261,603499.SH,603499,翔港科技,上海,广告包装,上海翔港包装科技股份有限公司
1262,603500.SH,603500,祥和实业,浙江,运输设备,浙江天台祥和实业股份有限公司
1263,603501.SH,603501,韦尔股份,上海,半导体,上海韦尔半导体股份有限公司
1264,603505.SH,603505,金石资源,浙江,矿物制品,金石资源集团股份有限公司
1265,603506.SH,603506,南都物业,浙江,房产服务,南都物业服务集团股份有限公司
1266,603507.SH,603507,振江股份,江苏,钢加工,江苏振江新能源装备股份有限公司
1267,603508.SH,603508,思维列控,河南,软件服务,河南思维自动化设备股份有限公司
1268,603511.SH,603511,爱慕股份,北京,服饰,爱慕股份有限公司
1269,603515.SH,603515,欧普照明,上海,电气设备,欧普照明股份有限公司
1270,603516.SH,603516,淳中科技,北京,通信设备,北京淳中科技股份有限公司
1271,603517.SH,603517,绝味食品,湖南,食品,绝味食品股份有限公司
1272,603518.SH,603518,锦泓集团,江苏,服饰,锦泓时装集团股份有限公司
1273,603519.SH,603519,立霸股份,江苏,家用电器,江苏立霸实业股份有限公司
1274,603520.SH,603520,司太立,浙江,化学制药,浙江司太立制药股份有限公司
1275,603527.SH,603527,众源新材,安徽,铜,安徽众源新材料股份有限公司
1276,603528.SH,603528,多伦科技,江苏,软件服务,多伦科技股份有限公司
1277,603529.SH,603529,爱玛科技,天津,摩托车,爱玛科技集团股份有限公司
1278,603530.SH,603530,神马电力,江苏,电气设备,江苏神马电力股份有限公司
1279,603533.SH,603533,掌阅科技,北京,互联网,掌阅科技股份有限公司
1280,603535.SH,603535,嘉诚国际,广东,仓储物流,广州市嘉诚国际物流股份有限公司
1281,603536.SH,603536,惠发食品,山东,食品,山东惠发食品股份有限公司
1282,603538.SH,603538,美诺华,浙江,化学制药,宁波美诺华药业股份有限公司
1283,603551.SH,603551,奥普家居,浙江,家居用品,奥普家居股份有限公司
1284,603555.SH,603555,ST贵人,福建,服饰,贵人鸟股份有限公司
1285,603556.SH,603556,海兴电力,浙江,电器仪表,杭州海兴电力科技股份有限公司
1286,603557.SH,603557,ST起步,浙江,服饰,起步股份有限公司
1287,603558.SH,603558,健盛集团,浙江,纺织,浙江健盛集团股份有限公司
1288,603559.SH,603559,中通国脉,吉林,通信设备,中通国脉通信股份有限公司
1289,603565.SH,603565,中谷物流,上海,仓储物流,上海中谷物流股份有限公司
1290,603566.SH,603566,普莱柯,河南,生物制药,普莱柯生物工程股份有限公司
1291,603567.SH,603567,珍宝岛,黑龙江,中成药,黑龙江珍宝岛药业股份有限公司
1292,603568.SH,603568,伟明环保,浙江,环境保护,浙江伟明环保股份有限公司
1293,603569.SH,603569,长久物流,北京,仓储物流,北京长久物流股份有限公司
1294,603577.SH,603577,汇金通,山东,钢加工,青岛汇金通电力设备股份有限公司
1295,603578.SH,603578,三星新材,浙江,玻璃,浙江三星新材股份有限公司
1296,603579.SH,603579,荣泰健康,上海,医疗保健,上海荣泰健康科技股份有限公司
1297,603580.SH,603580,艾艾精工,上海,化工原料,艾艾精密工业输送系统(上海)股份有限公司
1298,603583.SH,603583,捷昌驱动,浙江,电气设备,浙江捷昌线性驱动科技股份有限公司
1299,603585.SH,603585,苏利股份,江苏,化工原料,江苏苏利精细化工股份有限公司
1300,603586.SH,603586,金麒麟,山东,汽车配件,山东金麒麟股份有限公司
1301,603587.SH,603587,地素时尚,上海,服饰,地素时尚股份有限公司
1302,603588.SH,603588,高能环境,北京,环境保护,北京高能时代环境技术股份有限公司
1303,603589.SH,603589,口子窖,安徽,白酒,安徽口子酒业股份有限公司
1304,603590.SH,603590,康辰药业,北京,化学制药,北京康辰药业股份有限公司
1305,603595.SH,603595,东尼电子,浙江,元器件,浙江东尼电子股份有限公司
1306,603596.SH,603596,伯特利,安徽,汽车配件,芜湖伯特利汽车安全系统股份有限公司
1307,603598.SH,603598,引力传媒,北京,影视音像,引力传媒股份有限公司
1308,603599.SH,603599,广信股份,安徽,农药化肥,安徽广信农化股份有限公司
1309,603600.SH,603600,永艺股份,浙江,家居用品,永艺家具股份有限公司
1310,603601.SH,603601,再升科技,重庆,玻璃,重庆再升科技股份有限公司
1311,603602.SH,603602,纵横通信,浙江,通信设备,杭州纵横通信股份有限公司
1312,603603.SH,603603,博天环境,北京,环境保护,博天环境集团股份有限公司
1313,603605.SH,603605,珀莱雅,浙江,日用化工,珀莱雅化妆品股份有限公司
1314,603606.SH,603606,东方电缆,浙江,电气设备,宁波东方电缆股份有限公司
1315,603607.SH,603607,京华激光,浙江,造纸,浙江京华激光科技股份有限公司
1316,603608.SH,603608,天创时尚,广东,服饰,天创时尚股份有限公司
1317,603609.SH,603609,禾丰股份,辽宁,饲料,禾丰食品股份有限公司
1318,603610.SH,603610,麒盛科技,浙江,家居用品,麒盛科技股份有限公司
1319,603611.SH,603611,诺力股份,浙江,运输设备,诺力智能装备股份有限公司
1320,603612.SH,603612,索通发展,山东,矿物制品,索通发展股份有限公司
1321,603613.SH,603613,国联股份,北京,互联网,北京国联视讯信息技术股份有限公司
1322,603615.SH,603615,茶花股份,福建,家居用品,茶花现代家居用品股份有限公司
1323,603616.SH,603616,韩建河山,北京,其他建材,北京韩建河山管业股份有限公司
1324,603617.SH,603617,君禾股份,浙江,专用机械,君禾泵业股份有限公司
1325,603618.SH,603618,杭电股份,浙江,电气设备,杭州电缆股份有限公司
1326,603619.SH,603619,中曼石油,上海,石油开采,中曼石油天然气集团股份有限公司
1327,603626.SH,603626,科森科技,江苏,专用机械,昆山科森科技股份有限公司
1328,603628.SH,603628,清源股份,福建,电气设备,清源科技(厦门)股份有限公司
1329,603629.SH,603629,利通电子,江苏,元器件,江苏利通电子股份有限公司
1330,603630.SH,603630,拉芳家化,广东,日用化工,拉芳家化股份有限公司
1331,603633.SH,603633,徕木股份,上海,元器件,上海徕木电子股份有限公司
1332,603636.SH,603636,南威软件,福建,软件服务,南威软件股份有限公司
1333,603637.SH,603637,镇海股份,浙江,建筑工程,镇海石化工程股份有限公司
1334,603638.SH,603638,艾迪精密,山东,专用机械,烟台艾迪精密机械股份有限公司
1335,603639.SH,603639,海利尔,山东,农药化肥,海利尔药业集团股份有限公司
1336,603648.SH,603648,畅联股份,上海,仓储物流,上海畅联国际物流股份有限公司
1337,603650.SH,603650,彤程新材,上海,化工原料,彤程新材料集团股份有限公司
1338,603655.SH,603655,朗博科技,江苏,汽车配件,常州朗博密封科技股份有限公司
1339,603656.SH,603656,泰禾智能,安徽,专用机械,合肥泰禾智能科技集团股份有限公司
1340,603657.SH,603657,春光科技,浙江,家用电器,金华春光橡塑科技股份有限公司
1341,603658.SH,603658,安图生物,河南,医疗保健,郑州安图生物工程股份有限公司
1342,603659.SH,603659,璞泰来,上海,化工原料,上海璞泰来新能源科技股份有限公司
1343,603660.SH,603660,苏州科达,江苏,通信设备,苏州科达科技股份有限公司
1344,603661.SH,603661,恒林股份,浙江,家居用品,恒林家居股份有限公司
1345,603662.SH,603662,柯力传感,浙江,电器仪表,宁波柯力传感科技股份有限公司
1346,603663.SH,603663,三祥新材,福建,矿物制品,三祥新材股份有限公司
1347,603665.SH,603665,康隆达,浙江,纺织,浙江康隆达特种防护科技股份有限公司
1348,603666.SH,603666,亿嘉和,江苏,专用机械,亿嘉和科技股份有限公司
1349,603667.SH,603667,五洲新春,浙江,机械基件,浙江五洲新春集团股份有限公司
1350,603668.SH,603668,天马科技,福建,饲料,福建天马科技集团股份有限公司
1351,603669.SH,603669,灵康药业,西藏,化学制药,灵康药业集团股份有限公司
1352,603676.SH,603676,卫信康,西藏,化学制药,西藏卫信康医药股份有限公司
